jaw,depth,force
-160.0,-0.0,-0.01307854666063632
-160.0,-0.0,-0.0038342768914049752
-160.0,-0.0,0.59206896133238152
-160.0,-0.0,0.61720045605306817
-160.0,-0.0,0.55871447685813358
-160.0,-0.0,0.59922595016719682
-160.0,-0.0,0.66942871847658258
-160.0,-0.0,0.58348880597014929
-160.0,-0.0,0.35064227358192313
-160.0,-0.0,0.32465045462343456
-160.0,-0.0,0.24390587469027528
-160.0,-0.0005,0.68554073279089511
-160.0,-0.0005,0.5946499894891738
-160.0,-0.0005,0.60690514525846073
-160.0,-0.0005,0.57762109223386615
-160.0,-0.0005,0.70602935112355236
-160.0,-0.0005,0.65729928201739563
-160.0,-0.0005,0.72806350413537413
-160.0,-0.0005,0.54570895522388052
-160.0,-0.0005,0.52138445702521885
-160.0,-0.0005,0.2681125621890546
-160.0,-0.0005,0.29289758106021618
-160.0,-0.001,0.60207521726101298
-160.0,-0.001,0.62235696517412931
-160.0,-0.001,0.62166752444673179
-160.0,-0.001,0.50595153360125267
-160.0,-0.001,0.62318615257048104
-160.0,-0.001,0.67980410447761197
-160.0,-0.001,0.70382462686567193
-160.0,-0.001,0.66672894895835655
-160.0,-0.001,0.62468318783441279
-160.0,-0.001,0.41697761194029848
-160.0,-0.001,0.33719423714759533
-160.0,-0.0015,0.6922887777424932
-160.0,-0.0015,0.70620065433701074
-160.0,-0.0015,0.67025720454332105
-160.0,-0.0015,0.73134328358208955
-160.0,-0.0015,0.6508233253133241
-160.0,-0.0015,0.74265754326164557
-160.0,-0.0015,0.7808926148478389
-160.0,-0.0015,0.90520278764459217
-160.0,-0.0015,0.76288868159203982
-160.0,-0.0015,0.75795162120432313
-160.0,-0.0015,0.5795934122490991
-160.0,-0.002,0.77214481390515788
-160.0,-0.002,0.93325331385032895
-160.0,-0.002,0.8985882688468485
-160.0,-0.002,0.79554576408736477
-160.0,-0.002,0.89495232172470984
-160.0,-0.002,1.1282131011608625
-160.0,-0.002,1.1284007179293405
-160.0,-0.002,0.99756426202321724
-160.0,-0.002,0.85195025438100624
-160.0,-0.002,0.83177860696517414
-160.0,-0.002,0.7274536787028677
-157.91666666666666,-0.0,0.49125714166887613
-157.91666666666666,-0.0,0.49239650802590818
-157.91666666666666,-0.0,0.41780751415337114
-157.91666666666666,-0.0,0.43268606093332096
-157.91666666666666,-0.0,0.55946828358208966
-157.91666666666666,-0.0,0.45295934122490988
-157.91666666666666,-0.0,0.44235717961914561
-157.91666666666666,-0.0,0.46437085406301826
-157.91666666666666,-0.0,0.27663407102418935
-157.91666666666666,-0.0,0.25831015600561208
-157.91666666666666,-0.0,0.24964795419896968
-157.91666666666666,-0.0005,0.54346371590324238
-157.91666666666666,-0.0005,0.47808161987266462
-157.91666666666666,-0.0005,0.57089904252323298
-157.91666666666666,-0.0005,0.58183221821924869
-157.91666666666666,-0.0005,0.47509846600331662
-157.91666666666666,-0.0005,0.47533167495854056
-157.91666666666666,-0.0005,0.44629699603249573
-157.91666666666666,-0.0005,0.43002550538447004
-157.91666666666666,-0.0005,0.35706409259644561
-157.91666666666666,-0.0005,0.30586721564590835
-157.91666666666666,-0.0005,0.26544004117344311
-157.91666666666666,-0.001,0.58293284847666693
-157.91666666666666,-0.001,0.64760845077320539
-157.91666666666666,-0.001,0.56519485903814271
-157.91666666666666,-0.001,0.5913643431733866
-157.91666666666666,-0.001,0.69081674958540629
-157.91666666666666,-0.001,0.76484763681592027
-157.91666666666666,-0.001,0.77578254560530691
-157.91666666666666,-0.001,0.71026762738033977
-157.91666666666666,-0.001,0.47912535225968061
-157.91666666666666,-0.001,0.6268086650082918
-157.91666666666666,-0.001,0.36733783910635498
-157.91666666666666,-0.0015,0.65361701948145101
-157.91666666666666,-0.0015,0.65353303413004926
-157.91666666666666,-0.0015,0.80483787956767894
-157.91666666666666,-0.0015,0.75178708036906183
-157.91666666666666,-0.0015,0.66522110193712303
-157.91666666666666,-0.0015,0.9134470054789342
-157.91666666666666,-0.0015,0.82309181938409237
-157.91666666666666,-0.0015,0.77825495165681047
-157.91666666666666,-0.0015,0.70611525704809286
-157.91666666666666,-0.0015,0.51821083262930623
-157.91666666666666,-0.0015,0.41700352404643448
-157.91666666666666,-0.002,0.77826567821202131
-157.91666666666666,-0.002,0.88924217240535586
-157.91666666666666,-0.002,0.87995367987647966
-157.91666666666666,-0.002,0.84999397728890391
-157.91666666666666,-0.002,0.94434297046237348
-157.91666666666666,-0.002,1.1307142781853445
-157.91666666666666,-0.002,0.93939103242652
-157.91666666666666,-0.002,0.94405576285240456
-157.91666666666666,-0.002,0.75658775090066899
-157.91666666666666,-0.002,0.6889861039629438
-157.91666666666666,-0.002,0.78919744637049527
-155.83333333333334,-0.0,0.38770019367034292
-155.83333333333334,-0.0,0.41518270715388572
-155.83333333333334,-0.0,0.36044776119402988
-155.83333333333334,-0.0,0.46778262446951219
-155.83333333333334,-0.0,0.39912583134995661
-155.83333333333334,-0.0,0.35026717035390431
-155.83333333333334,-0.0,0.45475864349140377
-155.83333333333334,-0.0,0.42670176105976859
-155.83333333333334,-0.0,0.32396873441649565
-155.83333333333334,-0.0,0.18903125880033789
-155.83333333333334,-0.0,0.18231757877280264
-155.83333333333334,-0.0005,0.54848679159319291
-155.83333333333334,-0.0005,0.53611604648451805
-155.83333333333334,-0.0005,0.46173443129181679
-155.83333333333334,-0.0005,0.57362326299536803
-155.83333333333334,-0.0005,0.47912335152818797
-155.83333333333334,-0.0005,0.65232607576808621
-155.83333333333334,-0.0005,0.57673700463201238
-155.83333333333334,-0.0005,0.49849807565943877
-155.83333333333334,-0.0005,0.45481034031295425
-155.83333333333334,-0.0005,0.3679000968762437
-155.83333333333334,-0.0005,0.21590324240864647
-155.83333333333334,-0.001,0.64359238291302101
-155.83333333333334,-0.001,0.63179079989715081
-155.83333333333334,-0.001,0.65018293092259838
-155.83333333333334,-0.001,0.55553268142048373
-155.83333333333334,-0.001,0.73422802313568769
-155.83333333333334,-0.001,0.56721600331674971
-155.83333333333334,-0.001,0.68058486597069312
-155.83333333333334,-0.001,0.68703540021034248
-155.83333333333334,-0.001,0.59460340034798698
-155.83333333333334,-0.001,0.4001029336078229
-155.83333333333334,-0.001,0.2986361296963459
-155.83333333333334,-0.0015,0.64378627694859047
-155.83333333333334,-0.0015,0.81302067953055523
-155.83333333333334,-0.0015,0.8509521358723624
-155.83333333333334,-0.0015,0.8140907294320554
-155.83333333333334,-0.0015,0.78088008234688644
-155.83333333333334,-0.0015,0.93829130211013878
-155.83333333333334,-0.0015,0.73398631840796025
-155.83333333333334,-0.0015,0.71096242923314468
-155.83333333333334,-0.0015,0.61433350488934635
-155.83333333333334,-0.0015,0.43510693049791399
-155.83333333333334,-0.0015,0.5618003731343284
-155.83333333333334,-0.002,0.75432670527591739
-155.83333333333334,-0.002,1.0033921302578022
-155.83333333333334,-0.002,0.96688432835820914
-155.83333333333334,-0.002,0.83841210613598682
-155.83333333333334,-0.002,0.82270716453195036
-155.83333333333334,-0.002,1.1262301506167791
-155.83333333333334,-0.002,1.1558457711442787
-155.83333333333334,-0.002,1.0867584040181606
-155.83333333333334,-0.002,0.92993366500829211
-155.83333333333334,-0.002,0.86482791471841081
-155.83333333333334,-0.002,0.70429104477611937
-153.75,-0.0,0.38546377958691391
-153.75,-0.0,0.39126542635319378
-153.75,-0.0,0.46502830674215123
-153.75,-0.0,0.47622233659289759
-153.75,-0.0,0.48003535940515996
-153.75,-0.0,0.40962037637897464
-153.75,-0.0,0.51080802882141008
-153.75,-0.0,0.39386279456308054
-153.75,-0.0,0.33768656716417911
-153.75,-0.0,0.36291704893821747
-153.75,-0.0,0.14794132784354092
-153.75,-0.0005,0.59752959341224909
-153.75,-0.0005,0.54840308944786553
-153.75,-0.0005,0.58247539101466184
-153.75,-0.0005,0.56016791044776126
-153.75,-0.0005,0.64040144107050945
-153.75,-0.0005,0.59590121748521385
-153.75,-0.0005,0.59958267135089161
-153.75,-0.0005,0.41250643335048892
-153.75,-0.0005,0.39932457963347812
-153.75,-0.0005,0.58742841186583616
-153.75,-0.0005,0.25686280300026154
-153.75,-0.001,0.63041688111168293
-153.75,-0.001,0.63222652559984882
-153.75,-0.001,0.70474404373156285
-153.75,-0.001,0.66940955651023915
-153.75,-0.001,0.55651898787577103
-153.75,-0.001,0.79451878538342757
-153.75,-0.001,0.63971850107386574
-153.75,-0.001,0.59505918682449821
-153.75,-0.001,0.51734253261991925
-153.75,-0.001,0.5491451258201745
-153.75,-0.001,0.35538430371984547
-153.75,-0.0015,0.71564590838908893
-153.75,-0.0015,0.82242091429644237
-153.75,-0.0015,0.78980957282552744
-153.75,-0.0015,0.81048480276214541
-153.75,-0.0015,0.69347581207987963
-153.75,-0.0015,0.88222820324606477
-153.75,-0.0015,0.90601679104477595
-153.75,-0.0015,0.73139051577555292
-153.75,-0.0015,0.75257334019557376
-153.75,-0.0015,0.57556556838449258
-153.75,-0.0015,0.4060111579782249
-153.75,-0.002,0.80395436610053173
-153.75,-0.002,0.99971606947531844
-153.75,-0.002,0.82143527644794911
-153.75,-0.002,0.91481272880878617
-153.75,-0.002,0.91350623929532648
-153.75,-0.002,0.87923314462171909
-153.75,-0.002,0.86381616507625802
-153.75,-0.002,1.0203361372898088
-153.75,-0.002,0.85234173957797221
-153.75,-0.002,0.6412464247445645
-153.75,-0.002,0.5988419969119918
-151.66666666666666,-0.0,0.3736747297992794
-151.66666666666666,-0.0,0.3713204809286898
-151.66666666666666,-0.0,0.38823983530622735
-151.66666666666666,-0.0,0.39469320066334979
-151.66666666666666,-0.0,0.5668039114770973
-151.66666666666666,-0.0,0.43520444226952659
-151.66666666666666,-0.0,0.4823543125695372
-151.66666666666666,-0.0,0.41083644278606962
-151.66666666666666,-0.0,0.40087493566649518
-151.66666666666666,-0.0,0.21037536613910066
-151.66666666666666,-0.0,0.23021101389603701
-151.66666666666666,-0.0005,0.54276891405043748
-151.66666666666666,-0.0005,0.46452831993876775
-151.66666666666666,-0.0005,0.57784292108306312
-151.66666666666666,-0.0005,0.54069594555955858
-151.66666666666666,-0.0005,0.66638505585281149
-151.66666666666666,-0.0005,0.56735553004209716
-151.66666666666666,-0.0005,0.58301595470921264
-151.66666666666666,-0.0005,0.49989706639217701
-151.66666666666666,-0.0005,0.40640547263681598
-151.66666666666666,-0.0005,0.25218733916623792
-151.66666666666666,-0.0005,0.24173021504499356
-151.66666666666666,-0.001,0.69000065702302849
-151.66666666666666,-0.001,0.57830674215131239
-151.66666666666666,-0.001,0.57486007462686561
-151.66666666666666,-0.001,0.53632155677309656
-151.66666666666666,-0.001,0.6508749356664949
-151.66666666666666,-0.001,0.62300566134843027
-151.66666666666666,-0.001,0.63795676788471423
-151.66666666666666,-0.001,0.60476067936181166
-151.66666666666666,-0.001,0.51260601042762188
-151.66666666666666,-0.001,0.5245753988677303
-151.66666666666666,-0.001,0.33554149542144357
-151.66666666666666,-0.0015,0.75349926094166864
-151.66666666666666,-0.0015,0.70465381426202311
-151.66666666666666,-0.0015,0.74427507850816821
-151.66666666666666,-0.0015,0.64361811631497678
-151.66666666666666,-0.0015,0.74191642667075497
-151.66666666666666,-0.0015,0.9576942871847659
-151.66666666666666,-0.0015,0.76550661236545914
-151.66666666666666,-0.0015,0.88592382913021117
-151.66666666666666,-0.0015,0.69786709568101524
-151.66666666666666,-0.0015,0.72538349917081257
-151.66666666666666,-0.0015,0.39593698175787739
-151.66666666666666,-0.002,0.79732339209748337
-151.66666666666666,-0.002,0.99052075439161702
-151.66666666666666,-0.002,0.89572814022287972
-151.66666666666666,-0.002,0.96487390633041681
-151.66666666666666,-0.002,0.88178559196769779
-151.66666666666666,-0.002,1.1065431615875827
-151.66666666666666,-0.002,0.9357471845913623
-151.66666666666666,-0.002,1.0635745324012849
-151.66666666666666,-0.002,0.76714008826009361
-151.66666666666666,-0.002,0.68125518242122718
-151.66666666666666,-0.002,0.61344556797739436
-149.58333333333334,-0.0,0.43592642846374197
-149.58333333333334,-0.0,0.41357794361525707
-149.58333333333334,-0.0,0.4621294675106829
-149.58333333333334,-0.0,0.47025218733916629
-149.58333333333334,-0.0,0.41029228855721389
-149.58333333333334,-0.0,0.37904228855721389
-149.58333333333334,-0.0,0.51757591353576948
-149.58333333333334,-0.0,0.46546479558728093
-149.58333333333334,-0.0,0.31595419640925804
-149.58333333333334,-0.0,0.1771235255280546
-149.58333333333334,-0.0,0.17580657319463291
-149.58333333333334,-0.0005,0.00049644050150549068
-149.58333333333334,-0.0005,0.0024616500829187649
-149.58333333333334,-0.0005,0.0
-149.58333333333334,-0.0005,0.0017053679343395634
-149.58333333333334,-0.0005,-0.0013945424393185246
-149.58333333333334,-0.0005,0.001286670097786824
-149.58333333333334,-0.0005,-0.00075145107794377664
-149.58333333333334,-0.0005,-0.0021417783890046449
-149.58333333333334,-0.0005,0.50294400515707782
-149.58333333333334,-0.0005,0.31007683629917293
-149.58333333333334,-0.0005,0.32558561359867327
-149.58333333333334,-0.001,0.71114256304683465
-149.58333333333334,-0.001,0.59362429871917
-149.58333333333334,-0.001,0.57204892838097743
-149.58333333333334,-0.001,0.60703475628848769
-149.58333333333334,-0.001,0.66233934494195701
-149.58333333333334,-0.001,0.62263855547437641
-149.58333333333334,-0.001,0.6284981343283581
-149.58333333333334,-0.001,0.56992696093998108
-149.58333333333334,-0.001,0.45496475953565507
-149.58333333333334,-0.001,0.56170608093372998
-149.58333333333334,-0.001,0.40919540229885054
-149.58333333333334,-0.0015,0.87189606047775303
-149.58333333333334,-0.0015,0.8726907420937271
-149.58333333333334,-0.0015,0.80681198583557545
-149.58333333333334,-0.0015,0.68026248069994844
-149.58333333333334,-0.0015,0.69885711303621756
-149.58333333333334,-0.0015,0.82037295343910666
-149.58333333333334,-0.0015,0.82198186283771002
-149.58333333333334,-0.0015,0.77678165863384407
-149.58333333333334,-0.0015,0.68641986774277952
-149.58333333333334,-0.0015,0.82101272840201134
-149.58333333333334,-0.0015,0.57600212645364601
-149.58333333333334,-0.002,1.0043405077495506
-149.58333333333334,-0.002,0.95756351087974489
-149.58333333333334,-0.002,0.85009472081996496
-149.58333333333334,-0.002,0.56751801338136909
-149.58333333333334,-0.002,1.0559701492537314
-149.58333333333334,-0.002,0.95802238805970141
-149.58333333333334,-0.002,0.86147388059701502
-149.58333333333334,-0.002,0.88805970149253721
-149.58333333333334,-0.002,0.79244402985074625
-149.58333333333334,-0.002,0.66837686567164178
-149.58333333333334,-0.002,0.48087686567164178
-147.5,-0.0,0.3988805970149254
-147.5,-0.0,0.3950559701492537
-147.5,-0.0,0.31529850746268651
-147.5,-0.0,0.36940298507462688
-147.5,-0.0,0.51912313432835822
-147.5,-0.0,0.58540630182421238
-147.5,-0.0,0.487292703150912
-147.5,-0.0,0.47846211978084274
-147.5,-0.0,0.39064199243661751
-147.5,-0.0,0.25790319237147602
-147.5,-0.0,0.17874420998455987
-147.5,-0.0005,0.55946497565364661
-147.5,-0.0005,0.58345342254245991
-147.5,-0.0005,0.5577177404118645
-147.5,-0.0005,0.5543232115285639
-147.5,-0.0005,0.54366958311888813
-147.5,-0.0005,0.53029125207296857
-147.5,-0.0005,0.61727753636878879
-147.5,-0.0005,0.57164648455834044
-147.5,-0.0005,0.44815577285983876
-147.5,-0.0005,0.38252285341657832
-147.5,-0.0005,0.2957282552753473
-147.5,-0.001,0.7263673096267298
-147.5,-0.001,0.63371603520857256
-147.5,-0.001,0.67531383561950376
-147.5,-0.001,0.65161065784700012
-147.5,-0.001,0.71504456882255374
-147.5,-0.001,0.7121702806721113
-147.5,-0.001,0.72369766609232689
-147.5,-0.001,0.70560173814471949
-147.5,-0.001,0.59765826042202774
-147.5,-0.001,0.44732372619660321
-147.5,-0.001,0.39062500000000011
-147.5,-0.0015,0.80251475564218522
-147.5,-0.0015,0.81935151827071517
-147.5,-0.0015,0.78416877874777069
-147.5,-0.0015,0.66382862145384647
-147.5,-0.0015,0.65976933514246949
-147.5,-0.0015,0.9047606793618117
-147.5,-0.0015,0.90785655058043102
-147.5,-0.0015,0.65077200205867203
-147.5,-0.0015,0.52888546993572128
-147.5,-0.0015,0.51499792703150915
-147.5,-0.0015,0.43099606135986734
-147.5,-0.002,0.86786628451943204
-147.5,-0.002,0.99929151709805408
-147.5,-0.002,0.81141687396351581
-147.5,-0.002,0.74909307628524036
-147.5,-0.002,0.78507462686567164
-147.5,-0.002,0.97784142355986581
-147.5,-0.002,0.85257583052479546
-147.5,-0.002,1.0052933376480893
-147.5,-0.002,0.71653639973923811
-147.5,-0.002,0.65105416971088603
-147.5,-0.002,0.53315665515535737
-145.41666666666666,-0.0,0.43793857254999818
-145.41666666666666,-0.0,0.43188516018632944
-145.41666666666666,-0.0,0.42939150401836967
-145.41666666666666,-0.0,0.46984045290787446
-145.41666666666666,-0.0,0.48851894374282423
-145.41666666666666,-0.0,0.50562292703150902
-145.41666666666666,-0.0,0.36572346600331684
-145.41666666666666,-0.0,0.38989382796164107
-145.41666666666666,-0.0,0.38730825041459382
-145.41666666666666,-0.0,0.42589500052186602
-145.41666666666666,-0.0,0.17324834162520739
-145.41666666666666,-0.0005,0.54678135145866902
-145.41666666666666,-0.0005,0.59688345101973539
-145.41666666666666,-0.0005,0.53228648424543934
-145.41666666666666,-0.0005,0.430535478529392
-145.41666666666666,-0.0005,0.55726667469694813
-145.41666666666666,-0.0005,0.56987788331071898
-145.41666666666666,-0.0005,0.54352020923750044
-145.41666666666666,-0.0005,0.49114770972722599
-145.41666666666666,-0.0005,0.47400114463912313
-145.41666666666666,-0.0005,0.32256549420728536
-145.41666666666666,-0.0005,0.32046454788992096
-145.41666666666666,-0.001,0.71996032495749118
-145.41666666666666,-0.001,0.66075051868642098
-145.41666666666666,-0.001,0.5696465588723052
-145.41666666666666,-0.001,0.52066392177045806
-145.41666666666666,-0.001,0.54482335159644801
-145.41666666666666,-0.001,0.76547333263751183
-145.41666666666666,-0.001,0.63251262561591493
-145.41666666666666,-0.001,0.57324088814606966
-145.41666666666666,-0.001,0.56044776119402973
-145.41666666666666,-0.001,0.5447087130178867
-145.41666666666666,-0.001,0.382214800125248
-145.41666666666666,-0.0015,0.92073866337104282
-145.41666666666666,-0.0015,0.89138015406292448
-145.41666666666666,-0.0015,0.69488398068352286
-145.41666666666666,-0.0015,0.77637673700463172
-145.41666666666666,-0.0015,0.69300430918394818
-145.41666666666666,-0.0015,0.68991250643335056
-145.41666666666666,-0.0015,0.89063304168811097
-145.41666666666666,-0.0015,0.85002072968490894
-145.41666666666666,-0.0015,0.72542460113226959
-145.41666666666666,-0.0015,0.47562170804086673
-145.41666666666666,-0.0015,0.53604429095656481
-145.41666666666666,-0.002,0.89934760161456873
-145.41666666666666,-0.002,1.0097014925373136
-145.41666666666666,-0.002,0.80838908903757067
-145.41666666666666,-0.002,0.85403007451498136
-145.41666666666666,-0.002,0.93749356664951122
-145.41666666666666,-0.002,0.9615542974781266
-145.41666666666666,-0.002,1.1366266493618862
-145.41666666666666,-0.002,0.88680369246942092
-145.41666666666666,-0.002,0.75724863428615063
-145.41666666666666,-0.002,0.66379042288557222
-145.41666666666666,-0.002,0.69391177026261097
-143.33333333333334,-0.0,0.41706722396377571
-143.33333333333334,-0.0,0.44238904456991257
-143.33333333333334,-0.0,0.44950943421191913
-143.33333333333334,-0.0,0.47205682580007768
-143.33333333333334,-0.0,0.42692786069651745
-143.33333333333334,-0.0,0.42166752444673172
-143.33333333333334,-0.0,0.40643121969768997
-143.33333333333334,-0.0,0.37848687596500247
-143.33333333333334,-0.0,0.34760053897180754
-143.33333333333334,-0.0,0.35502176616915415
-143.33333333333334,-0.0,0.22418939783839428
-143.33333333333334,-0.0005,0.60905815748841985
-143.33333333333334,-0.0005,0.56118770083520797
-143.33333333333334,-0.0005,0.50221222885009664
-143.33333333333334,-0.0005,0.44931592039800983
-143.33333333333334,-0.0005,0.67748327328872859
-143.33333333333334,-0.0005,0.64243223537484984
-143.33333333333334,-0.0005,0.57702007205352568
